Object.ID,Centroid.X.um,Centroid.Y.um,core
0000aa8d-e87f-4316-9372-e2cbb0ccf158,781.17,599.15,C-7
0001e8f3-07bc-49ee-877e-ebdd5a650dd1,544.1,464.49,C-7
000a411b-6a87-487a-a32b-89cb487fc77f,99.99,310.14,C-7
00291c1c-bf2f-4a92-a377-cf90043b51ed,676.88,1100.5,C-7
002ce9cd-f6e9-4080-845e-cd11a972ed72,786.0,164.42,C-7
00316c10-205a-4f4b-943d-7047e5f0b50c,853.85,344.84,C-7
0036a871-6e64-4b10-9204-2c21954b28dc,1002.4,899.47,C-7
003dde3d-e374-4bde-9576-ed6129f548e7,518.12,1089.5,C-7
00402081-dfc4-4b9a-99aa-64ed108136b6,415.78,290.49,C-7
00430b1e-4362-4c7c-97de-cf9850a551ae,415.75,1034.5,C-7
0048c12f-b6d7-4873-8114-1f710a56a3e6,702.53,174.8,C-7
0053fafb-57c9-4d7b-a273-d113c6b125e2,577.79,482.23,C-7
005e9a75-794b-4027-ba45-c12dd9e0fb38,618.64,43.92,C-7
005f20c5-a84b-4818-8172-54327dcfb45d,239.61,703.7,C-7
005fbc75-f9b9-4d29-a508-d0313ca48457,984.74,525.79,C-7
0067f383-a26e-4b2f-b0e8-72bc9b654ed5,629.98,521.99,C-7
006df143-53d4-4ad3-a23b-541b31c525e7,879.76,155.06,C-7
006e6d23-ce45-4fcc-a2e4-1c3d73a6929e,237.58,969.93,C-7
007610e3-4fc1-41ef-ab68-719a2dab1725,710.74,216.39,C-7
00765e9d-ce1c-4286-9de6-77ec8ad85455,563.18,444.36,C-7
0077f0bb-3048-4ea2-a3d6-36ddcc112227,700.59,541.87,C-7
0085815b-68d6-4a3b-9f31-15db9d5a442e,180.57,318.65,C-7
0097c044-ac3d-48dd-8189-7ad3403c4485,391.18,413.67,C-7
00999aa9-62d7-4d6c-81b5-8722aeb1a13f,1018.6,541.63,C-7
009d63d0-82ee-4753-bc94-856bc268e26f,413.85,506.77,C-7
00a8ffff-2165-4e3f-9ab9-0de7d7918cff,736.13,29.91,C-7
00a93164-b3a8-4cbc-8ddb-88b15431e589,546.78,406.4,C-7
00b20055-3ccf-4628-92bd-48497667f04d,498.08,442.3,C-7
00b860f6-204d-44d5-bf08-13e58183646c,126.22,910.61,C-7
00ccc847-e827-4b7f-beec-9bed8e3576b3,15.54,511.42,C-7
00d4374c-d846-4c9a-ae41-8d4207023638,697.35,769.05,C-7
00e2024f-e724-4c63-9da0-0e2aba9159d2,918.25,201.02,C-7
00e2f41d-98c1-432b-acc5-8b082370da9c,530.31,456.12,C-7
00ee4ac1-a756-47c6-866a-ca609dd8a0d5,980.37,661.34,C-7
00f08b5e-edbf-4789-b022-6b240c132a54,496.58,734.56,C-7
00f26830-ffd7-41f5-915e-f02ab03567b3,68.9,638.28,C-7
00f28505-4a3f-441a-9b93-0724fe88ef6d,1025.2,778.79,C-7
00fa9eef-3a6f-49c4-83b2-44d67f49295e,513.95,469.8,C-7
010c134e-78f4-415d-a490-c04ed39ae15d,358.4,220.6,C-7
0118c4ce-21fa-40fc-955c-8ac74e6fc220,458.4,506.82,C-7
013b86d0-76d7-4a7c-9431-b3a07e7cc796,636.41,540.5,C-7
013ce897-77ae-4021-af79-227c72177cc7,509.24,267.69,C-7
013ddd8b-24f3-48c4-8d14-6576e48b0bc6,357.85,944.06,C-7
014662e3-608d-4cd9-a338-1a170ef18946,1058.5,419.65,C-7
014e3ec8-cd23-422f-bb92-143b30ba88d0,27.69,509.24,C-7
0150538f-a2ea-45fc-a026-343c3a836520,190.74,432.93,C-7
015f0608-8f21-4b68-8cc9-844970637750,607.22,756.79,C-7
016310f8-5f64-4c84-b420-b9a97d486049,1037.7,367.51,C-7
016729ae-dbb8-4c3b-8110-95132b5f77a7,366.8,106.05,C-7
01691ae5-7a9a-48fe-a7c2-73e787f05586,402.02,354.86,C-7
0172622a-9356-4fe4-8300-16cbc8bfdc22,626.73,598.54,C-7
017341c8-4a3e-4331-a917-f0a1d39c7292,597.7,593.36,C-7
018086ba-d54d-4fea-89b6-d8306f1bf2d0,84.17,625.34,C-7
01896cd1-a37e-4f70-8c7e-fd4ab6c2865c,1012.5,703.11,C-7
018dcad1-69fc-4d06-9e3b-12418ada95f6,438.72,523.73,C-7
019195e3-c27f-49c2-b45d-8d7a3d812942,725.26,500.28,C-7
0197f4db-544e-4965-8fe5-23ba989c12ab,1022.3,368.23,C-7
0199ffc1-4a42-4607-ad34-4d839c93bee3,943.06,591.48,C-7
01a4939e-a6c2-4f7b-ac2e-ec00275c1732,788.91,450.7,C-7
01a611ef-434f-428e-ac1d-e59b48b504be,411.74,972.04,C-7
01a887a4-9e27-430a-b315-add3400a25cf,180.53,375.0,C-7
01ad71b6-7e8c-4f6b-979f-d98b3b4ba060,311.46,696.42,C-7
01ae0e5a-7bf7-4527-90ec-4b549caf440b,568.37,148.88,C-7
01b1bf79-7126-4200-9f33-51a8c84a3182,336.23,1030.2,C-7
01b7f753-0b75-444c-94db-ca456cd065e7,1074.9,458.82,C-7
01bae134-5c43-4be7-99a5-75be97aa638b,375.4,554.05,C-7
01bc49c7-f119-42a0-8b57-61e57066a2d4,712.36,424.05,C-7
01c34254-8ef6-46e8-ae21-f0668a217ae3,515.02,918.81,C-7
01c43429-1a46-444e-af89-77f57dd1643f,606.34,19.57,C-7
01c523e7-ec33-4cba-b0c8-186ae577eaa8,399.18,159.61,C-7
01deb98c-508b-43d3-8b51-8093b027239d,355.33,881.44,C-7
01e69f3e-7833-429a-bbba-4ba18f12eab4,474.09,833.52,C-7
01e70fbb-4ea4-4f5d-a789-c441864dafff,979.41,389.13,C-7
01ed598d-40ab-4226-a194-a5b8a90fc412,70.29,427.26,C-7
01fffc1d-76d2-487a-8404-9df87ffeda21,678.98,341.0,C-7
0204444d-4173-404d-8a14-da79958f406c,683.02,231.37,C-7
0221f9fc-fc25-42eb-899b-d491855027ac,516.03,437.13,C-7
022f1919-3bba-4a76-86c2-3d28276a0278,924.86,259.03,C-7
022f2942-bdba-4dcd-b95c-387a3e1f24c9,46.36,735.0,C-7
02352f32-bf12-4e52-bfbb-5c496356802c,417.16,313.41,C-7
024fb8f6-1a32-4de2-8730-695209ed6c18,648.92,470.71,C-7
025ca99e-67b4-4663-b72c-b84301d71948,473.19,130.2,C-7
0267088b-1169-416e-81cf-29fbf2b3fb74,234.84,313.93,C-7
0277dc2c-f663-4e48-b4a0-9a6626a22a22,254.76,769.85,C-7
027da8fd-df20-4943-8ba4-1c48cd3c5d4a,936.36,277.37,C-7
029012fd-bbfe-4d83-8d01-bd0ac24d3895,682.39,117.31,C-7
02a6d16a-9b85-4a33-8983-6dc9b5a9bbc2,438.08,75.81,C-7
02b06d9c-78ad-46a3-a339-cb97ba8bce1a,1048.2,461.75,C-7
02bffc23-e5fd-45e8-905b-71e6dcc03733,594.56,830.23,C-7
02c260f7-49a2-4090-a955-a8b1de7ae773,550.28,786.59,C-7
02c98cd1-27be-45bd-82e2-6cb924ea8aa1,655.39,85.16,C-7
02d0ab1d-06f1-43ca-a837-5dfd883c54b8,43.82,691.01,C-7
02e7db11-b18a-48a5-a3f0-249c9bd9f5e3,787.11,689.59,C-7
02eee3c2-2a43-4d3b-bb8e-8bcf75d1c694,818.54,518.94,C-7
02f7574f-0b4b-4533-bb22-c198296eda15,679.97,216.75,C-7
02fd7205-a0ca-4ac0-bc18-66ffa2b88327,71.36,775.87,C-7
0315a0b8-23ed-4c03-8b1c-f79aa05f3ea0,76.9,357.11,C-7
031dcc30-c9ec-4c3b-bfd0-eea1a4e18322,745.01,728.8,C-7
0321db79-82c0-40f7-8ddd-f7482419fc2b,359.07,256.96,C-7
03398951-b100-49d1-8f3e-9922caac9641,861.59,769.92,C-7
034341da-699c-4453-a5de-bf7b5ef083ff,640.14,680.28,C-7
03487213-0f12-45e2-bc52-8b68178d92e3,684.26,1071.2,C-7
0348e119-10f6-4268-8a20-c1937ea46273,804.22,244.15,C-7
034b2b84-4d60-4f99-9778-dc7f61ff34ce,549.02,742.37,C-7
03592e4b-74e8-481c-bd6a-985fb0347a46,332.83,170.24,C-7
035aefa2-bdcb-4dd4-8c59-fc58e55f4f9b,656.17,464.52,C-7
0365075c-f1ac-4b0d-91f2-8a538170ed51,147.83,443.52,C-7
0369ccd6-803f-4608-a590-1fd0ddc61482,609.42,1133.9,C-7
036b27bf-77b7-4520-8e13-e526a4282e77,652.01,261.94,C-7
036c7eee-f7d8-4f01-a110-d0542f5657e5,62.73,663.25,C-7
0378a8ca-f6e0-4c9b-9c84-d46e472582b7,778.73,182.51,C-7
0383bf34-3c45-4b9f-a7a6-b70af30fae3b,325.42,169.09,C-7
038ddc86-f010-4367-900f-97a18ccd2b50,496.77,503.07,C-7
039ec7b7-3d0d-43b2-998c-bf71128e5a43,157.01,700.38,C-7
03a0113e-93af-474d-b54f-d864a8f49658,883.36,130.62,C-7
03a17d22-fc3b-424a-8f9f-e7f2460c61a8,862.25,619.53,C-7
03a8b376-c3b2-46f2-909c-8f1c808716d0,353.91,1089.7,C-7
03ab10c7-e67b-4d4d-a711-adf61298f4c1,308.35,159.08,C-7
03adc1f7-e483-4b32-93d1-28fcbc1dfcfb,965.93,868.89,C-7
03c39e4a-aa69-47d1-a2de-65f5f7c253fe,471.69,299.07,C-7
03c4ca16-6633-4aa3-9b1c-ceb85ffcc1c8,238.32,1024.1,C-7
03e2e9bb-7684-41e1-aaad-d5fd1e911112,474.9,426.73,C-7
03e77b91-fe6c-4a0f-90e7-e423fbfbcd93,649.82,1069.5,C-7
03ea4c9a-ff20-42cd-8c95-0b0394fc4768,142.06,721.41,C-7
03ed386f-c079-4b09-b727-4e1a82ca22d7,466.16,551.46,C-7
03f028a8-ed82-42bf-9ece-4a257298712a,411.81,174.34,C-7
03f4e382-de33-4deb-8d95-ea4f7b7a2b0d,790.29,662.76,C-7
03fa1e30-3bec-4178-a32c-e6ded2fce171,362.74,798.13,C-7
04052541-e107-4089-897f-9919ddef8bc5,599.43,759.09,C-7
041514ef-c4d1-4137-b339-08ef844bd3d7,751.1,45.57,C-7
04153c21-9c5a-4aa8-a85f-021dc6de8a2c,796.47,390.58,C-7
041587e9-9e9e-4651-be49-70e2fa721d41,646.32,339.15,C-7
04232aaf-4d24-40e2-a53e-a55f17653f29,550.22,875.52,C-7
042330f4-7965-44f3-a274-fea5adff1037,276.18,140.95,C-7
04268ea6-6106-4a10-adf7-e0eb20e0bbf0,240.77,324.89,C-7
0437faf9-4fda-4773-82ac-baf13411ecb9,177.06,243.12,C-7
043cd6c1-d103-43ff-a48a-ac19693dddc2,526.72,715.22,C-7
044a62c5-aa0a-4a4b-a277-8f86b718ddb9,247.16,505.04,C-7
044caf3c-52e7-48b9-9075-de41ea6d7893,877.3,1004.9,C-7
04540280-a4ba-4e73-ba0e-756b21c1df94,689.81,1023.1,C-7
046061ee-5805-4ce4-985f-77c6c7444cd4,561.37,1103.5,C-7
04631425-4517-411c-8668-02e0b374a029,1060.8,407.91,C-7
046649dc-4457-4f78-96f9-3b8d4e2e9817,792.25,993.14,C-7
046b126c-3392-4b54-88b0-7cafce6fc08b,1027.3,665.63,C-7
047d969d-0f90-4d36-a92b-fac8ca46dcaa,882.37,733.82,C-7
047fae9d-4667-4de2-aa38-f2c412a3d04c,74.79,330.9,C-7
048235c0-cfaa-486e-ba45-84e5911fcf00,487.48,193.45,C-7
04843127-89d9-4c35-aeac-63adfb3bb4f4,781.25,752.69,C-7
0484fffe-5d55-4607-b422-76a75cc1067f,273.02,455.9,C-7
0489dfdb-8f0e-4e3b-9872-b955aa9bc621,486.97,486.13,C-7
048d9a12-b934-4e76-a030-8b1be20eaa70,870.46,711.9,C-7
0498b035-eda1-42a5-bfa8-eaa57a602330,275.31,423.78,C-7
04b25279-2789-4a3d-adb8-70a66cafb790,1099.8,654.8,C-7
04b3ed5b-7839-430d-a41d-19392fcdcd70,381.99,386.2,C-7
04b5a53e-7b4f-4bcf-a3c6-8a29096c0487,92.09,484.02,C-7
04b6380a-c839-4edf-a60c-17a9ba1c0de6,767.7,260.77,C-7
04b8bafb-7180-485a-a755-75fb2605b220,791.52,709.99,C-7
04c6f71d-69f3-4de8-abcb-54b31141e6c5,888.83,137.66,C-7
04d1bf78-58a7-4764-85b2-927f9f2486e0,439.01,185.02,C-7
04da46e4-a93b-48a7-a9d9-e99e8b59dc3d,954.44,415.01,C-7
04dda732-47b5-4a9f-9b17-64b2d4624270,844.78,441.48,C-7
04e9874f-cf5f-4f3c-9da7-b9ee18327c8d,602.47,361.2,C-7
04f42ecd-2bcf-49e4-94ff-f7f5ff726d9d,384.49,75.83,C-7
04fc6a23-ec16-4bb4-885a-a51ba457a35c,475.1,308.14,C-7
0505e69c-6f55-4c80-bc33-a13d001ac9bb,817.08,184.26,C-7
05078cbf-cb60-4539-b6a5-dbb38c62e67d,1032.4,278.76,C-7
051101a0-14c1-49c0-bddf-1dabd4cfaa23,609.37,111.28,C-7
0515a18a-e29a-4f7d-bcd5-ee51e0e80c66,519.22,368.5,C-7
0517eaef-206d-48b2-b687-43afb151943b,254.25,635.84,C-7
051aaa46-f0fb-4c65-ba12-79e0c838496a,27.84,639.56,C-7
051c02ae-149c-445c-b066-5b9799959c67,657.38,37.24,C-7
051d0f1b-da5c-45d1-8d7d-00532f4c159e,537.79,382.09,C-7
05206244-b955-4fd1-83de-cde1505a554c,303.98,634.5,C-7
0522ef34-d57d-4b01-9646-e0056f95b503,726.66,89.01,C-7
052de2c6-3969-426d-b0d7-8b8dcc7f5fd5,91.03,334.73,C-7
053014f9-cfc1-4e48-b1a8-fdd4af3ba814,585.51,586.19,C-7
05346c89-c2ea-4b5b-93d2-baa22d8798c8,334.26,617.05,C-7
0535b0a4-6962-4f52-8a3c-a36aee0703e8,462.28,1059.7,C-7
0536a1b6-7909-48b2-b58d-434fac671f1c,215.12,157.37,C-7
053b3541-bdfa-4c03-893f-2bc4e0295e1e,415.72,153.42,C-7
053e4230-888e-45df-b7ad-f1e2dade333a,874.07,571.94,C-7
05420c13-de31-439d-9028-fc01bd9e6936,504.88,424.23,C-7
055135b2-85ca-45e7-8504-36922fbeb0cf,618.15,330.87,C-7
05530eac-7016-4bb6-a20a-b906ab0ea5b2,266.86,489.68,C-7
055768e9-23f7-4ee9-a5f3-4d682fb735f4,990.32,761.85,C-7
0561ac4d-a82d-4de5-b358-45f1f6fb5e02,156.13,242.88,C-7
056ddff0-3fb3-460a-8c71-05a7eeaaf891,900.12,930.58,C-7
057636e6-d4f7-4ba6-b30e-57b6d6c41913,436.12,257.28,C-7
